id,lat,lng,barangay,address,alarm_level,reported_at,resolved_at,duration_minutes,casualties,injuries,estimated_damage,cause,actions_taken,reported_by,verified_by,attachments,type_of_occupancy
"4f49769f-5755-4819-9420-214199ffb9c5",14.5794,121.0359,"Pleasant Hills","#605 NUEVE DE PEBRERO BARANGAY PLEASANT HILLS","FOUA","""2017-06-06T00:00:00.000Z""","""2017-06-06T00:00:00.000Z""",,0,0,"500","SERVICE WIRE",,,,,
"225e65e1-de50-45d4-9af8-5691971e6646",14.5794,121.0359,"Highway Hills","BARANGAY HIGHWAY HILLS","FOUA","""2017-06-06T00:00:00.000Z""","""2017-06-06T00:00:00.000Z""",,0,0,"500","SERVICE WIRE",,,,,
"8afd91f6-1851-4e0b-9ded-9786d9e508bc",14.5794,121.0359,"Hulo","E. PANTALION CORNER. CHUAQUICO BRGY HULO","FOUA","""2017-06-08T00:00:00.000Z""","""2017-06-08T00:00:00.000Z""",,0,0,"200","SERVICE WIRE",,,,,
"3c10bbd6-c1b5-418f-8730-2aa10cf13ced",14.5794,121.0359,"Barangka Drive","#0541 KAYUMANGI ST BARANGKA DRIVE","FOUA","""2017-06-08T00:00:00.000Z""","""2017-06-08T00:00:00.000Z""",,0,0,"400","POST FIRE",,,,,
"9bcac0b6-3167-4776-8cfd-529561fcfa48",14.5794,121.0359,"Plainview","#839 MA. CLARA ST. BARANGAY PLAINVIEW","FOUA","""2017-06-11T00:00:00.000Z""","""2017-06-11T00:00:00.000Z""",,0,0,"300","SERVICE WIRE",,,,,
"9133a0be-5e09-434b-942f-7902bc16aa3f",14.5794,121.0359,"Hulo","TIVOLI GARDEN, BARANGAY HULO, M.C.","FOUA","""2017-06-11T00:00:00.000Z""","""2017-06-11T00:00:00.000Z""",,0,0,"600","STRUCTURAL",,,,,"RESIDENTIAL"
"6499dc52-5453-4f61-9381-b6d935f78e2d",14.5794,121.0359,"Plainview","#449 BUSILAK COR MA. CLARA ST. BARANGAY PLAINVIEW","FOUA","""2017-06-13T00:00:00.000Z""","""2017-06-13T00:00:00.000Z""",,0,0,"5000","SERVICE WIRE",,,,,
"719612a7-07dd-4016-8614-7d6c48e2ca58",14.5794,121.0359,"San Jose","P. CRUZ BARANGAY SAN JOSE","FOUA","""2017-06-14T00:00:00.000Z""","""2017-06-14T00:00:00.000Z""",,0,0,"300","POST FIRE",,,,,
"a09a91f2-d93d-4f05-8cbe-4daaaa3ea874",14.5794,121.0359,"New Zaniga","CANTERAS P. CRUZ BARANGAY NEW ZANIGA","FOUA","""2017-06-16T00:00:00.000Z""","""2017-06-16T00:00:00.000Z""",,0,0,"400","SERVICE WIRE",,,,,
"866df6de-fa32-4145-a962-60da21615b8b",14.5794,121.0359,"Barangka Ilaya","PINATUBO ST. BARANGAY BARANGKA ILAYA","FOUA","""2017-06-17T00:00:00.000Z""","""2017-06-17T00:00:00.000Z""",,0,0,"40000","STRUCTURAL",,,,,"RESIDENTIAL"
"ce8d5305-609f-42c0-823d-ba7e450c1c5b",14.5794,121.0359,"Addition Hills","CIW BARANGAY ADDITION HILLS","FOUA","""2017-06-18T00:00:00.000Z""","""2017-06-18T00:00:00.000Z""",,0,0,"200","POST FIRE",,,,,
"00e8be2d-eccd-408a-9412-508c0dc7d93c",14.5794,121.0359,"Mabini J. Rizal","MABINI J RIZAL","FOUA","""2017-06-18T00:00:00.000Z""","""2017-06-18T00:00:00.000Z""",,0,0,"300","POST FIRE",,,,,
"edf4e8dd-ce1e-4a0d-9477-0fd6c1f59c3c",14.5794,121.0359,"Poblacion","#755 P. GOMEZ COR P. BURGOS BARANGAY POBLACION","FOUA","""2017-06-19T00:00:00.000Z""","""2017-06-19T00:00:00.000Z""",,0,0,"200","POST FIRE",,,,,
"4e30be86-d79e-43a0-bfa5-a259b3ae61b2",14.5794,121.0359,"New Zaniga","318 F. ORTIGAS ST. BARANGAY NEW ZANIGA","FOUA","""2017-06-20T00:00:00.000Z""","""2017-06-20T00:00:00.000Z""",,0,0,"300","SERVICE WIRE",,,,,
"c60c008d-df3a-4782-8b21-0ec46188aeee",14.5794,121.0359,"Plainview","844 FLORANTE COR, PAYAPA BARANGAY PLAINVIEW","FOUA","""2017-06-21T00:00:00.000Z""","""2017-06-21T00:00:00.000Z""",,0,0,"300","SERVICE WIRE",,,,,
"5cd9c4d1-95c4-4c14-8aec-231a5c62a195",14.5794,121.0359,"Highway Hills","#512 CORDILLERA COR. SIERRA MADRE BARANGAY HIGHWAY HILLS","FOUA","""2017-06-25T00:00:00.000Z""","""2017-06-25T00:00:00.000Z""",,0,0,"700","SERVICE WIRE",,,,,
"e24269fe-c55b-45c9-8b26-3b9b382dabb5",14.5794,121.0359,"Pag-asa","GEN KALENTONG ST. BARANGAY PAG ASA","FOUA","""2017-06-25T00:00:00.000Z""","""2017-06-25T00:00:00.000Z""",,0,0,"600","SERVICE WIRE",,,,,
"4084fe1c-b025-45b3-9c2a-42914b270f96",14.5794,121.0359,"Mauway","R. PASCUAL BARANGAY MAUWAY","FOUA","""2017-06-25T00:00:00.000Z""","""2017-06-25T00:00:00.000Z""",,0,0,"400","POST FIRE",,,,,
"9be2ec5d-ef46-421b-a02e-39cd2a09f33c",14.5794,121.0359,"Highway Hills","CALBAYOG ST. BARANGAY HIGHWAY HILLS","FOUA","""2017-06-27T00:00:00.000Z""","""2017-06-27T00:00:00.000Z""",,0,0,"300","SERVICE WIRE",,,,,
"af3ab3a2-1024-4713-901c-7a4718d38a2e",14.5794,121.0359,"Addition Hills","BLOCK 40, BRGY. ADDITION HILLS","FOUA","""2017-07-11T00:00:00.000Z""","""2017-07-11T00:00:00.000Z""",,0,0,"400","SERVICE WIRE",,,,,
"6ec4ccce-8316-4cb1-b5d6-e497f783dbeb",14.5794,121.0359,"Plainview","ONE SAPPHIRE CONDO.COR.MARTINEZ, BRGY. PLAINVIEW","FOUA","""2017-07-13T00:00:00.000Z""","""2017-07-13T00:00:00.000Z""",,0,0,"1000","SERVICE WIRE",,,,,
"8c8432e7-5ac5-4c8d-be6c-bf06c8e29a70",14.5794,121.0359,"Poblacion","STAR CO. SATURDAY, BRGY. POBLACION","FOUA","""2017-07-14T00:00:00.000Z""","""2017-07-14T00:00:00.000Z""",,0,0,"600","POST FIRE",,,,,
"c1573ee8-24b3-4a0f-bc16-31f7dd56a115",14.5794,121.0359,"Old Zaniga","AGLIPAY ST. BRGY. OLD ZANIGA","FOUA","""2017-07-15T00:00:00.000Z""","""2017-07-15T00:00:00.000Z""",,0,0,"200","RUBBISH",,,,,
"b8b05a99-8851-4b86-902c-d1b79994a3e2",14.5794,121.0359,"San Jose","CORONADO COR. SAN FRANCISCO","FOUA","""2017-07-18T00:00:00.000Z""","""2017-07-18T00:00:00.000Z""",,0,0,"700","SERVICE WIRE",,,,,
"101ac50c-5b07-4599-a9c4-5442320d8495",14.5794,121.0359,"Plainview","SGT. BUMATAY, BRGY. PLAINVIEW","FOUA","""2017-07-22T00:00:00.000Z""","""2017-07-22T00:00:00.000Z""",,0,0,"1500","STRUCTURAL",,,,,"BUSINES"
"48cecc65-cc6d-4dd4-8018-597de87ddcc0",14.5794,121.0359,"Barangka Ilaya","43-A ILAYA ST., BRGY. ILAYA","FOUA","""2017-07-24T00:00:00.000Z""","""2017-07-24T00:00:00.000Z""",,0,0,"500","STRUCTURAL",,,,,"MERCANTILE"
"dbb4a747-9c3c-4f38-a08e-1a87fa5f2a40",14.5794,121.0359,"Hulo","F. BLUMENTRIT, BRGY. HULO","FOUA","""2017-07-24T00:00:00.000Z""","""2017-07-24T00:00:00.000Z""",,0,0,"200","STRUCTURAL",,,,,"RESIDENTIAL"
"cd528f81-8c3b-4e30-8f48-50d7d5138c18",14.5794,121.0359,"Mauway","#98 LIBERTAD ST., BRGY. MAUWAY","FOUA","""2017-07-27T00:00:00.000Z""","""2017-07-27T00:00:00.000Z""",,0,0,"400","SERVICE WIRE",,,,,
"103f3aae-a69d-4828-88e8-c7220df96685",14.5794,121.0359,"Malamig","DANSALAN ST. BARANGAY MALAMIG","FOUA","""2017-07-28T00:00:00.000Z""","""2017-07-28T00:00:00.000Z""",,0,0,"500","SERVICE WIRE",,,,,
"bff59fbf-a23b-4fff-bcf5-6ca5947b73da",14.5794,121.0359,"Mauway","ISLA DE COCOMO BRGY MAUWAY","FOUA","""2017-08-01T00:00:00.000Z""","""2017-08-01T00:00:00.000Z""",,0,0,"1000","STRUCTURAL",,,,,"RESIDENTIAL"
"f5165d88-4572-4af3-81c9-fdeae426f5c3",14.5794,121.0359,"Highway Hills","SAMAT COR. CALBAYOG BRGY. HIGH-WAY HILLS, M.C.","1ST ALARM","""2017-08-02T00:00:00.000Z""","""2017-08-02T00:00:00.000Z""",,0,0,"7000","STRUCTURAL",,,,,"RESIDENTIAL"
"8fcdc2ee-18dc-4488-841d-116a44022488",14.5794,121.0359,"Barangka Drive","BONI COR. BARANGKA DRIVE, BRGY MALAMIG","FOUA","""2017-08-08T00:00:00.000Z""","""2017-08-08T00:00:00.000Z""",,0,0,"300","SERVICE WIRE",,,,,
"24871a34-e47f-42fb-9f64-5f895003ebbe",14.5794,121.0359,"Plainview","HINAHON COR. BUSILAK, BRGY. PLAINVIEW","FOUA","""2017-08-09T00:00:00.000Z""","""2017-08-09T00:00:00.000Z""",,0,0,"400","SERVICE WIRE",,,,,
"1ff1d599-f331-4f88-ada8-340b241c7d6b",14.5794,121.0359,"Barangka Drive","KAPALARAN COR. SILANGAN, BARANGKA DRIVE, M.C.","FOUA","""2017-08-11T00:00:00.000Z""","""2017-08-11T00:00:00.000Z""",,0,0,"1500","STRUCTURAL",,,,,"RESIDENTIAL"
"9c47aaab-9f04-4946-82f4-6736b64208a4",14.5794,121.0359,"Addition Hills","MARTINEZ ST. BARANGAY ADDITIONHILLS","FOUA","""2017-08-12T00:00:00.000Z""","""2017-08-12T00:00:00.000Z""",,0,0,"2000","VEHICULAR",,,,,
"5d468e7d-5db3-43d3-a043-228f0a80aef8",14.5794,121.0359,"Wack-wack Greenhills","NEAR PETRON SHAW BLVD. BRGY WACKWACK","FOUA","""2017-08-12T00:00:00.000Z""","""2017-08-12T00:00:00.000Z""",,0,0,"1500","STRUCTURAL",,,,,"CONDEMMED BLDG"
"dd2dd3ba-e4c7-4793-8039-35fe1e5fbc36",14.5794,121.0359,"Barangka Ibaba","OLIVEROS ST., BARANGKA IBABA","FOUA","""2017-08-15T00:00:00.000Z""","""2017-08-15T00:00:00.000Z""",,0,0,"200","SERVICE WIRE",,,,,
"088c0e0d-1aa9-40f5-a82b-3eb6274676db",14.5794,121.0359,"Old Zaniga","PITONG GATANG COMP., AGLIPAY ST., BRGY OLD ZANIGA","FOUA","""2017-08-18T00:00:00.000Z""","""2017-08-18T00:00:00.000Z""",,0,0,"200","STRUCTURAL",,,,,"RESIDENTIAL"
"66e17770-ecb5-4471-b50e-133138fa54db",14.5794,121.0359,"Buayang Bato","RFM PIONEER ST,.BRGY BUAYANG BATO","FOUA","""2017-08-19T00:00:00.000Z""","""2017-08-19T00:00:00.000Z""",,0,0,"200","SERVICE WIRE",,,,,
"5a7f71db-8933-4ed6-98fb-1c5040a1f68f",14.5794,121.0359,"Buayang Bato","PNB PIONEER ST,.BRGY BUAYANG BATO","FOUA","""2017-08-19T00:00:00.000Z""","""2017-08-19T00:00:00.000Z""",,0,0,"200","SERVICE WIRE",,,,,
"09ff6a54-3bb4-4fbf-93b9-f4af3a98eed6",14.5794,121.0359,"Poblacion","AGLIPAY ST., BRGY. POBLACION","FOUA","""2017-08-19T00:00:00.000Z""","""2017-08-19T00:00:00.000Z""",,0,0,"300","SERVICE WIRE",,,,,
"19b1cac8-ccf8-47e8-aa27-c66b1be6fb01",14.5794,121.0359,"Hulo","PVT. RD BRGY. HULO","FOUA","""2017-08-21T00:00:00.000Z""","""2017-08-21T00:00:00.000Z""",,0,0,"200","SERVICE WIRE",,,,,
"64e02656-379e-46f7-aef7-d29ab090a752",14.5794,121.0359,"Poblacion","REV. AGLIPAY ST., BRGY. POBLACION","FOUA","""2017-08-22T00:00:00.000Z""","""2017-08-22T00:00:00.000Z""",,0,0,"200","SERVICE WIRE",,,,,
"561f5283-031f-425e-8138-b8638eef5f99",14.5794,121.0359,"Highway Hills","GREENFIELD DISTRICT BRGY. HIGHWAY HILLS","FOUA","""2017-08-23T00:00:00.000Z""","""2017-08-23T00:00:00.000Z""",,0,0,"30000","VEHICULAR FIRE",,,,,
"4596473c-1113-4474-b0f9-f041d7d922b1",14.5794,121.0359,"Addition Hills","PANATAG ST., BLK 37 BRGY. ADDITION HILLS","FOUA","""2017-08-25T00:00:00.000Z""","""2017-08-25T00:00:00.000Z""",,0,0,"200","STRUCTURAL",,,,,"RESIDENTIAL"
"b9c026ea-93c4-4a02-a5b3-a87c54c3b6d0",14.5794,121.0359,"Plainview","#920 FABELLA ST., BRGY. PLAINVIEW, MC","FOUA","""2017-08-26T00:00:00.000Z""","""2017-08-26T00:00:00.000Z""",,0,0,"200","STRUCTURAL",,,,,"RESIDENTIAL"
"46e63692-1e20-4b63-b9be-21f303d4d2d9",14.5794,121.0359,"Malamig","#588 RESIDENCES CORDILLERA ST., BRGY. MALAMIG","FOUA","""2017-09-08T00:00:00.000Z""","""2017-09-08T00:00:00.000Z""",,0,0,"200","STRUCTURAL",,,,,"RESIDENTIAL"
"f8ba75a2-b043-44f3-a9e3-a4a1de4426fd",14.5794,121.0359,"Highway Hills","EAST GATE CENTER SIERRA MADRE ST., BRGY. HI-WAY HILLS","FOUA","""2017-09-10T00:00:00.000Z""","""2017-09-10T00:00:00.000Z""",,0,0,"600","POST FIRE",,,,,
"01266bf5-1414-4c10-b2f3-eb77014563b4",14.5794,121.0359,"Plainview","FLORANTE BRGY PLAINVIEW","FOUA","""2017-09-13T00:00:00.000Z""","""2017-09-13T00:00:00.000Z""",,0,0,"300","SERVICE WIRE",,,,,
"179417ba-795c-4f7f-804f-55fc3fcb5c0a",14.5794,121.0359,"Plainview","LAURA COR. BUMATAY BRGY. PLAINVIEW","FOUA","""2017-09-14T00:00:00.000Z""","""2017-09-14T00:00:00.000Z""",,0,0,"500","POST FIRE",,,,,
"c3e47905-942e-434b-a3cf-9c5d5d2c37fa",14.5794,121.0359,"Old Zaniga","LERMA ST. BRGY. OLD ZANIGA","FOUA","""2017-09-15T00:00:00.000Z""","""2017-09-15T00:00:00.000Z""",,0,0,"1000","STRUCTURAL",,,,,"RESIDENTIAL"
"0a558f27-5ea9-4ab1-95d6-bdb39abb474d",14.5794,121.0359,"Plainview","NO. 522 TANGLAW ST. BRGY PLAINVIEW","2ND ALARM","""2017-09-16T00:00:00.000Z""","""2017-09-16T00:00:00.000Z""",,1,0,"20000","STRUCTURAL",,,,,"RESIDENTIAL"
"42d33895-1b24-499c-b74c-c4c76aa77e86",14.5794,121.0359,"Barangka Drive","EF KAYUMANGI ST. BRGY. BARANGKA DRIVE","FOUA","""2017-09-30T00:00:00.000Z""","""2017-09-30T00:00:00.000Z""",,0,0,"2000","STRUCTURAL",,,,,"RESIDENTIAL"
"3d943175-9f9e-4cdd-8d41-b73eac82423f",14.5794,121.0359,"Wack-wack Greenhills","MISURI ST. BRGY WACK-WACK",,"""2017-09-30T00:00:00.000Z""","""2017-09-30T00:00:00.000Z""",,0,0,"0",,,,,,
"9617bb3a-4281-404d-90fd-1a7b3a35450e",14.5794,121.0359,"Mauway","9 DE PEBRERO COR. CARDINAL SANTOS",,"""2017-10-01T00:00:00.000Z""","""2017-10-01T00:00:00.000Z""",,0,0,"0",,,,,,
"6e981347-dd60-4021-aace-e59428380682",14.5794,121.0359,"Malamig","BRGY. MALAMIG, M.C.","FOUA","""2017-10-13T00:00:00.000Z""","""2017-10-13T00:00:00.000Z""",,0,0,"600","POST FIRE",,,,,
"9bb41045-f52e-43b8-8e4a-227f1db7a3ab",14.5794,121.0359,"Highway Hills","STARMALL EDSA, COR. SHAW BLVD. BRGY. HI-WAY HILLS","FOUA","""2017-10-13T00:00:00.000Z""","""2017-10-13T00:00:00.000Z""",,0,0,"2000","STRUCTURAL",,,,,"MERCANTILE"
"f3d1dd35-87d0-4ba7-8289-72d070b546e7",14.5794,121.0359,"Poblacion","BACKSIDE BRGY. POBLACION","FOUA","""2017-10-13T00:00:00.000Z""","""2017-10-13T00:00:00.000Z""",,0,0,"1000","STRUCTURAL",,,,,"RESIDENTIAL"
"8463e97e-0706-4520-ac5f-ff639b9477fc",14.5794,121.0359,"Burol","SAINT DOMINGO SAVIO CHURCH BRGY. BUROL","FOUA","""2017-10-13T00:00:00.000Z""","""2017-10-13T00:00:00.000Z""",,0,0,"500","POST FIRE",,,,,
"dc7c5295-9f25-45e2-851c-e6bd314c90b2",14.5794,121.0359,"Plainview","MERALCO MANDALUYONG CITY",,"""2017-10-14T00:00:00.000Z""","""2017-10-14T00:00:00.000Z""",,0,0,"0",,,,,,
"3f7c7866-a40c-46ef-8172-dbc2af466475",14.5794,121.0359,"Highway Hills","AGUILAR BLDG. ESTEBAN ST., BRGY. HI-WAY HILLS","1ST ALARM","""2017-10-23T00:00:00.000Z""","""2017-10-23T00:00:00.000Z""",,0,0,"500","STRUCTURAL",,,,,"RESIDENTIAL"
"bb98f87f-0e6d-423e-b884-c4ce79a527b2",14.5794,121.0359,"Malamig","ARAYAT ST., COR. DANSALAN BRGY. MALAMIG","FOUA","""2017-10-27T00:00:00.000Z""","""2017-10-27T00:00:00.000Z""",,0,0,"700","POST FIRE",,,,,
"e5da8574-e5f7-4512-bafd-450f3b458551",14.5794,121.0359,"Buayang Bato","PIONEER COR. SHERIDAN BRGY. BUAYANG BATO","FOUA","""2017-10-27T00:00:00.000Z""","""2017-10-27T00:00:00.000Z""",,0,0,"600","POST FIRE",,,,,
"be7b6824-6c1e-4232-8cdd-c09a254b3e00",14.5794,121.0359,"Malamig","DANSALAN GARDEN, M.C.",,"""2017-11-10T00:00:00.000Z""","""2017-11-10T00:00:00.000Z""",,0,0,"0",,,,,,
"1c59eb18-e2a3-4cd8-baf8-086ee6b8afc0",14.5794,121.0359,"Addition Hills","SITAW ST., BLOCK 38,WELFAREVILLE COMP., BARANGAY ADDITION HILLS, M.C.","2ND ALARM","""2017-11-16T00:00:00.000Z""","""2017-11-16T00:00:00.000Z""",,0,0,"200000","STRUCTURAL",,,,,"RESIDENTIAL"
"96aed923-ac80-418e-b828-b889c86934b6",14.5794,121.0359,"Plainview","MAYSILO BRGY. PLAINVIEW, M.C.","FOUA","""2017-11-18T00:00:00.000Z""","""2017-11-18T00:00:00.000Z""",,0,0,"3000",,,,,,"VEHICULAR"
"0e7e0d91-2b48-4853-ad0d-718fcc52420d",14.5794,121.0359,"Wack-wack Greenhills","BSA TOWER BRGY WACK WACK","FOUA","""2017-11-21T00:00:00.000Z""","""2017-11-21T00:00:00.000Z""",,0,0,"10000","STRUCTURAL",,,,,"MIXED OCCUPANCY"
"34a05113-22c8-45ff-91e4-eab1c58c6276",14.5794,121.0359,"Plainview","NO. 55 SAN RAFAEL ST., BRGY. PLAINVIEW, M.C.","1ST ALARM","""2017-11-22T00:00:00.000Z""","""2017-11-22T00:00:00.000Z""",,0,1,"300000","STRUCTURAL",,,,,"RESIDENTIAL"
"562a441c-928a-4dfd-a733-3e90f8f83f37",14.5794,121.0359,"Wack-wack Greenhills","PETRON GAS STATION, WACK-WACK ROAD COR., SHAW BLVD. BRGY. WACK-WACK, M.C.","1ST ALARM","""2017-11-24T00:00:00.000Z""","""2017-11-24T00:00:00.000Z""",,2,1,"500000","STRUCTURAL",,,,,"STORAGE"
"87842de3-b9cc-4fce-9f9b-3e8fb94625fa",14.5794,121.0359,"Barangka Ilaya","MANG INASAL,ROBINSON PIONEER BARANGKA ILAYA, M.C.","FOUA","""2017-11-27T00:00:00.000Z""","""2017-11-27T00:00:00.000Z""",,0,0,"30000","STRUCTURAL",,,,,"COMMERCIAL"
"a90e5d89-9814-4b2a-a694-9b01786fb0c5",14.5794,121.0359,"Barangka Drive","BUSILAK COR MA. CLARA",,"""2017-12-01T00:00:00.000Z""","""2017-12-01T00:00:00.000Z""",,0,0,"0",,,,,,
"a97ea268-2ca7-493b-9e9c-bb59e97e0664",14.5794,121.0359,"Wack-wack Greenhills","BSA TOWER BARANGAY WACKWACK","FOUA","""2017-12-13T00:00:00.000Z""","""2017-12-13T00:00:00.000Z""",,0,0,"2500","STRUCTURAL",,,,,"RESIDENTIAL"
"bf7fd2b0-422f-4bb0-bd0d-bf71954e395a",14.5794,121.0359,"Addition Hills","BLOCK 1 BARANGAY ADDITION HILLS","FOUA","""2017-12-20T00:00:00.000Z""","""2017-12-20T00:00:00.000Z""",,0,0,"1500","SERVICE WIRE",,,,,
"a5eaedd1-7dc8-400d-be85-f056a6fc3e26",14.5794,121.0359,"Barangka Drive","KAPALARAN ST. BARANGAY BARANGKA DRIVE","FOUA","""2017-12-21T00:00:00.000Z""","""2017-12-21T00:00:00.000Z""",,0,0,"2000","STRUCTURAL",,,,,"RESIDENTIAL"
"c80d440e-b7ed-46e3-9855-9f7effeddb46",14.5794,121.0359,"Barangka Drive","BUSILAK COR MA. CLARA",,"""2017-12-23T00:00:00.000Z""","""2017-12-23T00:00:00.000Z""",,0,0,"0",,,,,,
"ccfea012-31dc-43d1-8b3e-7fdf8c7ad5a8",14.5794,121.0359,"Malamig","LUNAS ST. BARANGAY MALAMIG","FOUA","""2017-12-26T00:00:00.000Z""","""2017-12-26T00:00:00.000Z""",,0,0,"5000","STRUCTURAL",,,,,"RESIDENTIAL"
"75734e79-26c6-4cba-a8a0-9b8295c4460d",14.5794,121.0359,"Addition Hills","839 MABINI CON AUROLLO BARANGAY ADDITION HILLS","FOUA","""2017-12-28T00:00:00.000Z""","""2017-12-28T00:00:00.000Z""",,0,0,"700","SERVICE WIRE",,,,,
"096c7fef-2a49-4eae-a92b-242a85b9fc95",14.5794,121.0359,"Highway Hills","SHAW BLVD. INFRONT OF PURE GOLD",,"""2017-12-28T00:00:00.000Z""","""2017-12-28T00:00:00.000Z""",,0,0,"0",,,,,,
"e3c29756-f576-4e87-8643-ef298d52c353",14.5794,121.0359,"Malamig","SULTAN ST BARANGAY MALAMIG","FOUA","""2017-12-29T00:00:00.000Z""","""2017-12-29T00:00:00.000Z""",,0,0,"1000","STRUCTURAL",,,,,"BUSINESS"
"95b565f5-a63e-4c9c-95c4-3b88910f01af",14.5794,121.0359,"Plainview","BONI AVE. BARANGAY PLAINVIEW M.C","FOUA","""2017-12-31T00:00:00.000Z""","""2017-12-31T00:00:00.000Z""",,0,0,"900","STRUCTURAL",,,,,"BUSINESS"
"034ab63a-ee26-447a-8132-58a5fa2ccb4b",14.5794,121.0359,"Addition Hills","Barangay Addition Hills, Mandaluyong City","FOUA","""2018-01-04T00:00:00.000Z""","""2018-01-04T00:00:00.000Z""",,0,0,"500","POST FIRE",,,,,
"b4b262ec-1a03-4ee7-87b0-46d4691ce1a1",14.5794,121.0359,"Plainview","Maysilo St., Brgy. Plainview, Mandaluyong City","FOUA","""2018-01-05T00:00:00.000Z""","""2018-01-05T00:00:00.000Z""",,0,0,"3000","VEHICULAR",,,,,
"08be91bd-126b-42e6-818a-76d88f1f87dc",14.5794,121.0359,"Wack-wack Greenhills","Dolmar Bldg., Along POEA, Brgy. Wack Wack, mandaluyong City","FOUA","""2018-01-05T00:00:00.000Z""","""2018-01-05T00:00:00.000Z""",,0,0,"2000",,,,,,"BUSINESS"
"ba668bde-2640-4893-a238-c5b5ba8bbdae",14.5794,121.0359,"Addition Hills","Back of ABIS, Brgy. Addition Hills, mandaluyong City","FOUA","""2018-01-05T00:00:00.000Z""","""2018-01-05T00:00:00.000Z""",,0,0,"700","POST FIRE",,,,,
"29017822-878b-4ef9-87a6-0f529c0cc74d",14.5794,121.0359,"Addition Hills","Block 40, Welfareville Compound, Brgy. Addition Hills, Mandaluyong City","3rd Alarm","""2018-01-14T00:00:00.000Z""","""2018-01-14T00:00:00.000Z""",,1,0,"200000",,,,,,"RESIDENTIAL"
"79873342-9e5c-4762-ae0c-00d296cf4e74",14.5794,121.0359,"Plainview","Sikap St., cor. Boni Ave., Brgy. Plainview, Mandaluyong City","FOUA","""2018-01-15T00:00:00.000Z""","""2018-01-15T00:00:00.000Z""",,0,0,"500",,,,,,"BUSINESS"
"60fdc5ef-d3be-4023-b7f5-56a3f18a6fef",14.5794,121.0359,"Wack-wack Greenhills","Ortigas Ilalim, Flyover, Mandaluyong City",,"""2018-01-19T00:00:00.000Z""","""2018-01-19T00:00:00.000Z""",,0,0,"0",,,,,,
"59f945cf-59e2-410e-84b5-c48a49785c03",14.5794,121.0359,"Poblacion","Aglipay St., infront of Mandaluyong High School, Brgy. Poblacion, Mandaluyong City","FOUA","""2018-01-20T00:00:00.000Z""","""2018-01-20T00:00:00.000Z""",,0,0,"800",,,,,,"BUSINESS"
"42c67d88-4aa7-4019-a3b6-826ced33685c",14.5794,121.0359,"Addition Hills","#647 Calderon St., cor., Buenaventura, Brgy. Addition Hills, Mandaluyong City","FOUA","""2018-01-20T00:00:00.000Z""","""2018-01-20T00:00:00.000Z""",,0,0,"400","POST FIRE",,,,,
"7524288f-b704-4b21-9716-72ded61d93b1",14.5794,121.0359,"Wack-wack Greenhills","Ortigas Flyover, Mandaluyong City",,"""2018-01-29T00:00:00.000Z""","""2018-01-29T00:00:00.000Z""",,0,0,"0",,,,,,
"0b5b81be-669b-4ff1-aa0e-3d9a2edd0c3c",14.5794,121.0359,"Plainview","Pinatubo St., Brgy. Plainview, Mandaluyong City","FOUA","""2018-02-02T00:00:00.000Z""","""2018-02-02T00:00:00.000Z""",,0,0,"1000",,,,,,"MERCANTILE"
"d1b54eac-4b79-4581-b08c-06193b46a1b3",14.5794,121.0359,"Plainview","Maysilo Circle, Brgy. Plainview, Mandaluyong City","FOUA","""2018-02-07T00:00:00.000Z""","""2018-02-07T00:00:00.000Z""",,0,0,"500","Post Fire",,,,,
"6e2659fb-8b50-46a2-88fc-9ea57508b879",14.5794,121.0359,"Addition Hills","Block 31, Welfareville Compound, Brgy. Addition Hills, Mandaluyong City","FOUA","""2018-02-13T00:00:00.000Z""","""2018-02-13T00:00:00.000Z""",,0,0,"500",,,,,,"RESIDENTIAL"
"89f693b8-0e7b-4d69-af0b-075b04dedf6a",14.5794,121.0359,"Highway Hills","Edsa cor., Boni Ave., Brgy. Highway Hills, Mandaluyong City","Fire Out","""2018-02-13T00:00:00.000Z""","""2018-02-13T00:00:00.000Z""",,0,0,"1500","VEHICULAR",,,,,
"f112fe6a-cc2e-46fd-829a-75a40bcfcaee",14.5794,121.0359,"Barangka Drive","Hilaga St., Brgy. Barangka Drive, Mandaluyong City","FOUA","""2018-02-14T00:00:00.000Z""","""2018-02-14T00:00:00.000Z""",,0,0,"3000",,,,,,"RESIDENTIAL"
"e9dbcd30-7216-4f61-81b7-2157064d7ded",14.5794,121.0359,"Highway Hills","Shaw Blvd. Fly-Over, Highway Hills, M.C.","FOUA","""2018-02-16T00:00:00.000Z""","""2018-02-16T00:00:00.000Z""",,0,0,"50000","VEHICULAR",,,,,
"e3d5d65c-5e5e-434d-83cd-e7d5d6f9d7a6",14.5794,121.0359,"Plainview","Kalinisan St., Brgy. Plainview, M.C.","FOUA","""2018-02-19T00:00:00.000Z""","""2018-02-19T00:00:00.000Z""",,0,0,"100","RUBBISH",,,,,
"9fcbea31-3c28-493b-a5e4-09091b716492",14.5794,121.0359,"Barangka Drive","Guinhawa Ma. Clara St., Brgy. Barangka Drive, M.C.","FOUA","""2018-02-21T00:00:00.000Z""","""2018-02-21T00:00:00.000Z""",,0,0,"2000",,,,,,"RESIDENTIAL"
